weight,pkg
0003,macroplus
0003,multicast
0003,nesm
0003,nimaes
0003,nimbmp
0003,nimibook
0003,oldgtk3
0003,oldwinapi
0003,openal
0003,openapi
0003,optionsutils
0003,osinfo
0003,paratext
0003,plotly
0003,preserves
0003,ptr_math
0003,python3
0003,q
0003,quickjwt
0003,recaptcha
0003,rx_nim
0003,sam
0003,sdl1
0003,simplepng
0003,special_functions
0003,strfmt
0003,sysrandom
0003,therapist
0003,threading
0003,tkrzw
0003,toktok
0003,urand
0003,util
0003,weave
0003,webp
0003,wnim
0003,xam
0003,zstd
0004,bson
0004,combparser
0004,commandeer
0004,darwin
0004,datamancer
0004,eastasianwidth
0004,eth
0004,gmp
0004,imageman
0004,jesterwithplugins
0004,jsmn
0004,jwt
0004,libsodium
0004,lmdb
0004,memlib
0004,neo
0004,paramidi
0004,pararules
0004,stdext
0004,termstyle
0004,timezones
0004,variant
0004,zmq
0005,ansiutils
0005,ast_pattern_matching
0005,collections
0005,confutils
0005,contra
0005,itertools
0005,jnim
0005,minhook
0005,nat_traversal
0005,ndb
0005,neverwinter
0005,nigui
0005,nimib
0005,noise
0005,progress
0005,python
0005,questionable
0005,sigv4
0005,sqlite3_abi
0005,staticglfw
0005,struct
0005,synthesis
0005,typography
0005,uri3
0006,base32
0006,bcrypt
0006,bigints
0006,foreach
0006,glob
0006,httpx
0006,nimquery
0006,nre
0006,packedjson
0006,puppy
0006,result
0006,rlp
0006,scram
0006,scraper
0006,terminaltables
0006,ui
0006,upraises
0006,websock
0007,gtk2
0007,hpprint
0007,ioselectors
0007,paranim
0007,parsetoml
0007,random
0007,sdl2_nim
0007,webview
0007,zlib
0008,argument_parser
0008,metrics
0008,msgpack4nim
0008,mustache
0008,wepoll
0009,asynctest
0009,hdrawing
0009,libcurl
0009,rocksdb
0009,toml_serialization
0009,uuids
0009,websocket
0010,isaac
0010,karax
0010,nimpy
0010,timerwheel
0011,argparse
0011,flippy
0011,hasts
0011,illwill
0011,jsbind
0011,nimfp
0011,nimgl
0011,optional_t
0011,yaml
0012,cairo
0012,classy
0012,urlly
0013,dotenv
0013,markdown
0013,secp256k1
0014,ranges
0015,hnimast
0016,glm
0016,nimboost
0018,hmac
0018,sdl2
0018,treesitter
0019,nimble
0019,opengl
0019,supersnappy
0020,jester
0020,pixie
0021,patty
0021,print
0021,snappy
0022,arraymancer
0022,nimsimd
0023,clblast
0023,nake
0023,nimcl
0024,tempfile
0025,npeg
0025,sha1
0025,untar
0026,ws
0027,stint
0028,nimcuda
0030,chronicles
0030,nimlapack
0031,nimblas
0031,winim
0032,httpbeast
0032,nimsha2
0033,flatty
0035,nimpng
0036,x11
0039,json_serialization
0042,nimterop
0043,bumpy
0047,compiler
0048,opencl
0052,stb_image
0052,zippy
0053,serialization
0056,asynctools
0057,chroma
0057,hmisc
0058,benchy
0058,zip
0059,sorta
0065,fusion
0065,nimgen
0068,with
0073,shell
0074,c2nim
0074,jsony
0080,faststreams
0083,macroutils
0093,vmath
0101,docopt
0102,nimcrypto
0106,mddoc
0116,chronos
0118,testutils
0128,httputils
0133,bearssl
0196,cligen
0254,regex
0258,unicodeplus
0259,segmentation
0546,unittest2
0567,stew
0841,unicodedb
